user_id,item_id,item_top_tag1,item_top_tag2,item_top_tag3
6,177,53,10,37
6,178,54,22,19
6,179,54,19,31
6,180,8,21,32
6,181,4,17,4
6,182,14,10,6
6,183,30,14,18
6,184,17,10,6
6,185,14,10,6
6,186,22,15,3
6,187,14,15,49
6,188,30,10,3
6,189,8,21,15
6,190,14,44,6
6,191,19,27,6
6,192,55,27,20
6,193,45,40,6
6,194,14,10,6
6,195,7,12,6
6,196,44,10,6
6,197,41,45,41
6,198,41,10,41
6,199,41,44,6
6,200,14,10,6
6,201,44,52,42
6,202,14,23,38
6,203,12,10,6
6,204,32,14,18
6,205,46,10,3
6,206,46,10,6
6,207,14,10,6
6,208,14,50,6
6,209,8,20,45
6,210,45,10,46
6,211,46,42,46
7,212,56,20,31
7,213,20,24,18
7,214,16,20,22
7,215,56,20,18
7,48,20,24,18
7,216,16,20,18
7,217,1,53,18
7,218,20,24,22
7,219,54,20,22
7,220,20,54,45
7,221,38,20,28
7,222,11,20,3
8,223,12,18,7
8,224,47,14,50
8,225,14,14,18
8,226,57,19,34
8,227,12,40,6
8,228,12,25,51
8,229,12,26,38
8,230,57,19,52
8,231,57,55,16
8,232,14,19,38
8,233,7,18,6
8,234,57,10,6
8,235,58,14,18
8,236,57,19,34
8,237,12,18,34
8,238,59,55,6
8,239,12,25,11
8,240,12,56,53
8,241,12,10,6
9,242,60,57,6
9,243,34,58,54
9,244,14,59,23
9,245,34,32,6
9,246,51,57,7
9,247,7,18,10
9,248,7,40,24
9,249,12,18,34
9,250,54,19,18
9,21,7,5,11
9,251,11,13,3
9,223,12,18,7
9,27,11,14,15
9,252,5,11,55
9,37,11,15,19
9,41,17,10,20
9,253,30,21,3
9,74,30,14,18
9,254,11,14,15
9,255,22,10,3
9,114,8,21,39
9,48,20,24,18
9,256,3,14,22
9,116,20,24,3
9,224,47,14,50
9,83,34,14,7
9,225,14,14,18
9,257,7,21,5
9,258,0,13,1
9,259,39,60,6
9,260,12,50,16
9,261,12,18,34
9,262,12,18,30
9,263,12,40,38
9,264,12,40,38
9,265,39,19,56
9,266,12,18,34
9,267,12,50,16
9,268,12,10,16
9,269,57,61,52
9,270,39,60,57
9,271,12,40,38
9,272,53,40,4
9,273,12,50,16
9,119,11,10,3
9,125,8,46,15
9,274,8,40,48
9,140,8,21,43
9,141,8,21,15
9,275,1,62,7
9,276,47,63,50
9,277,20,21,34
9,278,30,14,18
9,230,57,19,52
9,279,7,19,10
9,280,12,18,7
9,231,57,55,16
9,281,57,64,4
9,282,59,55,57
9,283,57,55,4
9,147,30,14,18
9,284,34,59,34
9,148,30,14,18
9,285,48,21,3
9,149,30,29,3
9,286,39,60,58
9,287,61,49,59
9,150,11,14,15
9,288,61,49,18
9,289,30,21,6
9,290,30,21,3
9,291,11,46,3
9,292,8,40,18
9,293,30,14,34
9,294,62,34,44
9,295,30,21,39
9,296,12,23,60
9,297,27,34,61
9,151,8,34,6
9,298,14,15,18
9,299,43,43,6
9,300,63,65,6
9,301,11,66,15
9,302,34,32,7
9,303,48,21,20
9,304,8,17,18
9,305,22,46,18
9,306,30,21,51
9,307,48,34,62
9,308,14,10,48
9,309,34,13,6
9,152,48,34,18
9,153,14,47,20
9,310,28,46,23
9,311,7,56,16
9,312,14,14,18
9,313,17,59,6
9,314,12,18,38
9,315,47,14,43
9,316,8,49,44
9,317,12,14,38
9,318,12,14,6
9,319,59,55,57
9,320,7,20,10
9,154,12,48,34
9,321,8,21,34
9,322,22,67,26
9,53,22,16,6
9,323,11,10,51
9,324,28,33,20
9,325,51,51,3
9,326,62,34,63
9,327,30,21,3
9,328,60,68,6
9,329,17,10,20
9,330,14,34,6
9,90,8,11,32
9,155,14,47,6
9,156,8,21,32
9,331,12,21,3
9,332,12,40,7
9,333,22,46,32
9,334,20,40,7
9,335,12,14,18
9,336,57,19,21
9,337,22,46,26
9,338,8,15,64
9,339,7,21,5
9,340,22,32,23
9,341,30,28,3
9,342,8,16,6
9,343,22,29,6
9,344,20,24,18
9,345,47,15,3
9,346,64,69,44
9,347,61,49,18
9,348,63,49,63
9,159,8,49,44
9,349,61,14,65
9,350,63,21,44
9,351,65,70,23
9,352,23,27,20
9,160,20,21,45
9,222,11,20,3
9,353,51,51,3
9,354,39,50,56
9,355,39,60,57
9,162,50,19,16
9,356,8,15,19
9,357,12,19,4
9,358,7,19,34
9,359,39,60,57
9,360,63,65,65
9,361,8,23,18
9,362,34,10,6
9,363,28,41,23
9,165,8,19,31
9,364,8,15,18
9,365,8,29,6
9,366,8,15,32
9,367,8,10,15
9,368,59,21,52
9,369,64,60,63
9,370,39,60,18
9,371,17,34,48
9,372,15,13,4
9,373,1,1,6
9,374,20,24,15
9,375,8,69,15
9,238,59,55,6
9,67,27,33,25
9,376,21,34,18
9,377,53,14,31
9,378,53,14,4
9,379,53,10,6
9,380,15,8,7
9,381,64,14,44
9,382,11,15,50
9,383,7,18,66
9,384,8,40,19
9,385,64,69,63
9,386,39,60,57
9,387,59,55,6
9,388,62,35,20
9,180,8,21,32
9,389,48,14,15
9,390,59,55,57
9,391,30,14,18
9,392,8,15,32
9,393,8,19,31
9,394,30,14,34
9,395,8,15,64
9,396,48,34,6
9,397,39,50,56
9,398,7,19,67
9,399,20,24,18
9,400,66,14,18
9,401,8,21,19
9,402,39,60,37
9,403,30,14,18
9,404,8,10,32
9,405,12,14,38
9,406,24,18,68
9,407,20,24,69
9,408,64,65,3
9,409,17,71,6
9,410,20,21,15
9,411,11,14,44
9,412,12,10,6
9,413,12,3,70
9,414,8,15,18
9,415,12,50,21
9,416,8,29,64
9,417,8,10,32
9,418,21,14,15
9,419,66,16,71
9,420,60,40,18
9,421,30,14,18
9,422,7,21,1
9,423,67,10,22
9,424,30,21,19
9,425,61,21,3
9,426,11,20,45
9,427,66,16,6
9,428,61,49,6
9,429,39,60,6
9,430,1,56,7
9,431,63,49,44
9,432,67,36,31
9,433,20,72,31
9,434,48,34,6
9,435,30,14,18
9,436,59,61,52
9,437,32,14,18
9,438,48,15,18
9,439,15,14,27
9,440,12,31,52
9,441,11,14,15
9,442,7,2,6
9,443,34,9,10
9,444,68,29,3
9,445,30,22,6
9,446,22,10,3
9,447,8,40,48
9,448,8,15,18
9,449,66,16,71
9,450,8,15,18
9,451,8,21,19
9,452,11,20,72
9,453,21,10,3
9,454,59,55,73
9,455,20,20,19
9,456,20,19,31
9,457,30,21,18
9,458,8,21,38
9,459,8,21,19
10,460,12,18,7
10,249,12,18,34
10,223,12,18,7
10,461,12,23,34
10,462,12,40,22
10,271,12,40,38
10,237,12,18,34
11,463,5,11,7
11,464,14,5,11
11,23,8,11,13
11,47,4,5,22
11,465,4,20,18
11,466,69,5,11
11,467,14,73,6
11,468,5,11,6
11,469,5,10,11
11,470,14,10,6
11,471,14,10,6
11,472,70,10,74
11,473,14,74,3
11,474,36,10,6
11,475,5,11,55
11,476,5,11,55
11,477,51,51,3
11,478,4,10,3
11,479,5,11,75
11,480,5,11,4
11,481,29,10,76
11,482,5,11,75
11,483,5,11,7
11,484,4,13,75
11,485,5,11,75
11,486,4,75,13
11,487,5,11,14
11,488,69,5,11
11,489,51,51,6
11,490,14,10,6
11,491,14,16,77
11,492,71,29,6
11,493,36,10,77
11,494,5,76,11
11,495,5,11,38
11,496,5,11,3
11,497,5,11,4
11,498,4,5,4
11,499,4,5,4
11,500,5,11,6
11,501,69,5,11
11,502,72,11,13
11,503,72,10,13
11,504,72,11,22
11,505,4,5,4
11,506,5,22,3
11,507,11,77,50
11,508,5,11,75
11,509,69,11,13
11,510,29,10,6
11,511,14,10,6
11,512,5,11,18
11,96,4,37,6
11,513,47,78,6
11,514,51,10,6
11,515,73,37,6
11,516,14,78,6
11,517,70,17,3
11,518,72,10,50
11,519,14,10,6
11,520,15,10,6
11,521,51,5,11
11,522,4,5,31
11,523,14,13,5
11,524,73,51,6
11,525,5,11,55
11,526,70,17,35
11,527,71,10,6
11,528,5,11,18
11,529,5,19,11
11,530,72,5,6
11,531,14,10,6
11,532,14,79,6
11,533,73,11,6
11,534,72,10,39
11,535,4,80,13
11,536,4,5,3
11,537,14,51,6
11,538,29,10,6
11,539,29,10,6
11,540,70,10,33
11,541,14,10,6
11,542,14,78,6
11,543,5,11,55
11,544,5,10,34
11,545,14,78,6
11,546,47,78,6
11,547,73,51,6
11,548,36,73,6
11,549,14,10,6
11,550,36,10,77
11,551,14,10,6
11,552,14,10,6
11,553,14,10,6
11,554,14,10,6
11,555,14,10,6
11,556,14,10,78
11,557,36,10,77
11,558,14,10,19
11,559,0,10,6
11,560,14,10,6
11,561,8,68,6
11,562,5,23,6
11,563,73,51,6
11,564,3,73,6
11,565,5,23,6
11,566,47,78,6
11,567,14,74,6
11,568,47,78,6
12,248,7,40,24
12,569,74,40,22
12,570,54,19,6
12,571,12,41,19
12,572,12,40,73
12,573,20,2,5
12,574,14,10,6
12,575,12,10,79
12,576,12,50,6
12,577,12,18,73
12,578,8,10,4
12,579,8,21,27
12,580,15,13,66
12,581,39,60,73
12,582,12,20,34
12,583,14,36,6
12,584,11,10,6
12,585,49,19,16
12,586,39,60,73
12,587,12,10,6
12,588,57,19,34
12,589,54,14,4
12,590,12,14,18
12,591,14,10,6
12,592,8,21,6
12,593,14,10,4
12,594,8,21,19
12,53,22,16,6
12,595,54,19,28
12,596,8,65,18
12,597,7,75,22
12,598,12,40,6
12,599,12,21,19
12,600,54,81,27
12,601,12,40,16
12,602,75,72,3
12,603,12,36,19
12,604,12,82,3
12,605,8,41,18
12,606,54,19,73
12,607,15,19,34
12,608,29,83,34
12,609,8,15,32
12,610,20,22,27
12,611,12,10,6
12,612,76,19,18
12,613,57,10,6
12,614,20,72,72
12,615,12,21,38
12,616,12,72,6
12,617,12,21,6
12,618,14,83,6
12,619,8,21,6
12,620,12,14,18
12,621,7,21,19
13,622,14,10,6
13,623,1,13,34
13,624,14,10,9
13,625,64,69,7
13,626,14,84,80
14,460,12,18,7
14,261,12,18,34
14,461,12,23,34
14,262,12,18,30
14,627,12,31,16
14,628,12,18,34
14,314,12,18,38
14,629,12,80,6
14,630,12,25,28
14,631,50,40,4
14,632,50,10,34
14,633,15,13,4
14,634,12,18,34
14,635,54,48,6
14,636,15,19,6
14,637,12,40,6
14,638,12,18,34
14,639,12,31,34
14,640,33,19,19
14,332,12,40,7
14,641,8,22,6
14,642,15,85,81
15,643,77,10,6
15,644,14,10,6
16,645,34,70,7
16,21,7,5,11
16,25,9,12,3
16,252,5,11,55
16,30,13,16,9
16,646,8,17,11
16,647,34,9,60
16,648,14,53,5
16,476,5,11,55
16,327,30,21,3
16,649,14,14,32
16,650,14,21,37
16,651,69,57,11
16,88,36,20,10
16,89,36,17,3
16,652,69,59,6
16,653,25,13,23
16,329,17,10,20
16,654,14,68,64
16,485,5,11,75
16,655,7,75,6
16,656,42,20,18
16,657,78,10,18
16,658,63,20,50
16,659,14,10,6
16,660,34,32,5
16,661,23,27,6
16,662,11,15,3
17,630,12,25,28
17,663,20,24,34
17,664,20,40,18
18,249,12,18,34
18,665,12,10,3
18,29,12,11,16
18,46,12,17,3
18,261,12,18,34
18,666,12,40,16
18,667,54,50,4
18,668,57,19,40
18,268,12,10,16
18,669,12,50,16
18,273,12,50,16
18,670,12,40,60
18,671,12,40,73
18,672,12,40,60
18,228,12,25,51
18,673,57,19,82
18,674,57,18,4
18,630,12,25,28
18,639,12,31,34
18,675,12,18,22
18,676,12,10,6
19,37,11,15,19
19,304,8,17,18
19,677,71,34,6
19,678,71,43,20
19,679,71,29,20
19,680,27,34,61
19,681,55,66,6
19,682,14,27,6
19,683,19,66,26
19,684,14,86,26
19,330,14,34,6
19,685,21,66,20
19,686,8,87,63
19,687,23,27,6
19,688,8,10,6
19,689,71,86,6
20,74,30,14,18
20,690,79,2,34
20,277,20,21,34
20,691,7,20,22
20,692,14,15,3
20,693,14,53,6
20,90,8,11,32
20,694,54,22,18
20,695,9,9,18
20,696,14,10,6
20,339,7,21,5
20,697,11,14,44
20,698,63,9,65
20,699,80,68,83
20,700,16,20,22
20,701,81,19,71
21,27,11,14,15
21,702,15,19,22
21,703,12,11,21
21,704,24,0,16
21,705,15,8,6
21,706,15,10,81
21,707,82,21,19
21,708,9,9,3
21,709,26,56,7
21,710,15,88,10
21,711,4,10,50
21,712,66,16,71
21,713,7,18,10
21,103,20,10,37
21,714,14,10,6
22,460,12,18,7
22,271,12,40,38
22,280,12,18,7
22,715,14,89,4
22,716,58,14,18
22,321,8,21,34
23,717,57,55,57
23,338,8,15,64
24,718,10,70,7
24,460,12,18,7
24,247,7,18,10
24,463,5,11,7
24,21,7,5,11
24,261,12,18,34
24,719,7,85,10
24,652,69,59,6
24,653,25,13,23
24,332,12,40,7
24,484,4,13,75
24,720,83,10,4
24,335,12,14,18
24,721,83,10,11
24,722,7,90,5
24,655,7,75,6
24,723,7,10,11
24,724,5,11,60
24,725,10,13,4
24,726,25,30,23
24,727,10,11,10
24,728,5,10,4
24,729,7,75,84
24,730,1,5,7
24,731,10,13,14
24,732,12,11,13
24,733,5,13,11
24,734,4,14,13
24,735,83,75,11
24,736,10,13,16
24,737,5,11,22
24,738,14,11,16
25,466,69,5,11
25,739,14,10,6
25,740,8,24,85
25,741,14,13,19
25,742,51,17,3
26,42,18,13,6
26,45,19,10,20
26,83,34,14,7
26,225,14,14,18
26,217,1,53,18
26,692,14,15,3
26,695,9,9,18
26,743,81,62,82
26,744,9,17,3
26,745,14,72,86
26,746,37,91,33
26,747,8,15,18
26,748,37,91,33
26,749,8,15,18
26,750,37,16,87
26,91,37,10,33
26,751,9,10,6
26,752,81,28,88
26,753,37,16,6
26,158,19,28,18
26,754,81,92,89
26,755,14,10,6
26,756,14,10,6
26,757,9,17,3
26,758,9,16,90
26,759,84,9,19
27,760,66,10,78
27,761,41,45,3
28,30,13,16,9
28,762,56,22,74
28,275,1,62,7
28,763,29,6,6
28,764,29,10,6
28,765,29,6,6
28,766,76,20,22
28,91,37,10,33
28,767,29,3,1
28,768,36,9,45
28,769,14,20,59
28,770,29,91,6
28,771,19,9,33
28,772,84,93,6
28,773,14,29,20
28,774,30,15,15
28,775,29,10,6
28,776,29,40,31
28,777,29,10,33
28,778,29,10,35
28,779,29,10,33
28,780,29,91,17
28,781,29,10,33
28,782,29,10,88
29,291,11,46,3
29,294,62,34,44
29,716,58,14,18
29,783,85,94,65
29,784,63,49,63
29,346,64,69,44
30,785,41,42,48
30,786,22,57,3
30,113,41,42,20
30,787,11,15,3
30,27,11,14,15
30,74,30,14,18
30,48,20,24,18
30,83,34,14,7
30,225,14,14,18
30,788,39,60,6
30,789,39,60,6
30,790,39,60,57
30,122,44,45,34
30,282,59,55,57
30,791,39,60,40
30,792,39,25,56
30,793,56,20,31
30,622,14,10,6
30,794,14,61,6
30,795,14,2,86
30,796,14,55,6
30,797,20,24,72
30,798,11,9,55
30,799,14,10,91
30,800,86,10,6
30,801,87,55,56
30,802,39,10,6
30,803,41,45,18
30,804,39,10,6
30,805,14,60,52
30,806,14,21,6
30,807,38,6,18
30,657,78,10,18
30,808,39,60,57
30,809,14,10,6
30,810,14,10,6
30,811,14,10,52
30,812,39,60,6
30,813,39,60,57
30,814,76,20,45
30,182,14,10,6
30,815,88,57,5
30,816,14,55,6
30,817,14,10,6
30,818,14,10,56
30,819,89,10,6
30,820,14,9,6
30,821,39,60,6
30,822,39,10,6
30,823,14,10,6
30,824,14,10,6
30,825,89,10,6
30,826,34,10,6
31,787,11,15,3
31,73,20,21,6
31,116,20,24,3
32,827,34,70,92
32,828,25,58,23
32,829,25,57,92
32,830,25,58,23
32,243,34,58,54
32,831,34,70,6
32,832,25,58,23
32,833,65,10,93
32,787,11,15,3
32,27,11,14,15
32,252,5,11,55
32,225,14,14,18
32,834,20,21,55
32,322,22,67,26
32,726,25,30,23
32,488,69,5,11
32,835,1,13,4
32,836,25,57,68
32,351,65,70,23
32,837,25,58,6
32,838,25,89,94
32,839,14,10,7
32,840,25,30,92
32,841,14,41,54
32,842,65,70,6
32,843,40,10,23
32,844,65,57,54
32,845,14,13,48
32,846,34,41,84
32,847,25,10,6
32,848,14,13,60
32,849,10,41,54
32,850,25,57,75
32,195,7,12,6
32,851,65,10,54
32,852,14,2,6
32,853,14,10,6
32,854,12,10,6
32,855,60,41,4
32,856,25,13,34
32,857,14,10,6
32,858,65,10,54
32,859,25,58,4
32,860,14,10,28
32,861,14,41,6
32,862,60,10,4
32,863,7,58,86
32,864,14,95,6
33,865,14,41,48
33,786,22,57,3
33,827,34,70,92
33,828,25,58,23
33,829,25,57,92
33,830,25,58,23
33,866,34,70,6
33,242,60,57,6
33,243,34,58,54
33,867,34,10,6
33,868,65,83,6
33,869,65,70,7
33,718,10,70,7
33,832,25,58,23
33,870,25,13,6
33,871,25,57,6
33,872,88,57,6
33,873,25,41,84
33,833,65,10,93
33,874,25,58,6
33,875,34,70,6
33,876,34,58,54
33,247,7,18,10
33,19,7,0,10
33,21,7,5,11
33,877,0,13,1
33,223,12,18,7
33,26,10,13,14
33,252,5,11,55
33,37,11,15,19
33,38,7,8,6
33,39,1,8,7
33,255,22,10,3
33,83,34,14,7
33,258,0,13,1
33,260,12,50,16
33,261,12,18,34
33,878,15,96,7
33,669,12,50,16
33,125,8,46,15
33,879,15,40,4
33,308,14,10,48
33,880,24,18,7
33,702,15,19,22
33,881,15,8,7
33,636,15,19,6
33,882,14,10,48
33,652,69,59,6
33,653,25,13,23
33,883,54,10,29
33,884,24,10,68
33,885,14,83,7
33,484,4,13,75
33,56,24,13,16
33,886,40,10,66
33,887,15,8,6
33,888,24,10,68
33,889,15,8,7
33,890,15,8,6
33,705,15,8,6
33,891,15,8,6
33,892,24,10,60
33,337,22,46,26
33,655,7,75,6
33,726,25,30,23
33,893,7,75,18
33,339,7,21,5
33,894,7,20,10
33,895,25,57,85
33,896,34,70,7
33,897,25,57,6
33,351,65,70,23
33,898,14,13,66
33,899,10,70,6
33,900,25,75,6
33,840,25,30,92
33,58,25,30,23
33,901,10,30,54
33,902,14,13,75
33,903,7,70,6
33,904,25,57,92
33,841,14,41,54
33,905,25,30,75
33,906,25,30,6
33,907,25,30,75
33,908,25,41,75
33,909,24,10,60
33,910,24,10,7
33,911,25,30,58
33,912,24,41,68
33,913,24,10,7
33,914,14,10,6
33,915,14,10,6
33,916,14,10,75
33,917,25,57,60
33,842,65,70,6
33,918,40,10,6
33,919,40,30,6
33,920,14,8,53
33,921,15,41,66
33,922,14,75,7
33,923,10,30,6
33,924,40,30,54
33,925,65,10,6
33,926,14,10,6
33,927,25,8,92
33,928,40,75,6
33,929,14,70,6
33,930,14,97,6
33,931,24,10,6
33,932,34,58,7
33,933,25,30,7
33,934,14,97,58
33,935,25,13,6
33,936,14,70,75
33,937,14,75,54
33,938,7,56,81
33,939,7,18,81
33,940,90,18,53
33,941,7,96,82
33,942,7,85,16
33,943,7,85,16
33,944,14,59,11
33,945,12,18,47
33,946,7,75,85
33,844,65,57,54
33,947,10,10,51
33,948,54,21,7
33,949,14,10,34
33,950,14,10,6
33,951,34,10,6
33,952,10,98,7
33,953,7,10,81
33,847,25,10,6
33,954,14,13,54
33,955,10,75,75
33,956,14,10,6
33,957,7,75,6
33,958,17,34,48
33,959,14,85,7
33,960,7,19,34
33,961,34,70,7
33,962,7,31,81
33,963,14,11,6
33,964,60,10,55
33,965,54,10,7
33,966,7,20,3
33,70,24,13,1
33,967,20,10,6
33,968,14,10,6
33,71,10,13,22
33,406,24,18,68
33,848,14,13,60
33,969,14,10,7
33,970,14,40,75
33,971,7,75,6
33,972,54,13,22
33,973,10,82,51
33,974,14,75,54
33,849,10,41,54
33,850,25,57,75
33,975,7,20,6
33,976,7,96,81
33,977,7,85,10
33,978,7,85,75
33,979,14,83,7
33,980,25,57,84
33,981,14,75,48
33,982,25,57,92
33,983,25,30,92
33,984,25,10,23
33,985,34,70,92
33,986,20,40,7
33,987,24,18,7
33,988,14,10,48
33,851,65,10,54
33,989,7,85,82
33,990,14,2,9
33,991,10,98,6
33,992,10,75,75
33,993,25,57,92
33,856,25,13,34
33,994,25,58,92
33,995,14,10,92
33,996,65,10,23
33,997,25,58,92
33,998,15,8,7
33,858,65,10,54
33,999,14,40,81
33,1000,10,56,7
33,1001,24,10,68
33,1002,65,70,54
33,1003,65,58,92
33,1004,65,57,54
33,859,25,58,4
33,1005,65,10,23
33,1006,14,10,6
33,1007,90,10,7
33,1008,24,18,68
33,1009,25,30,81
33,1010,25,57,23
33,1011,25,10,7
33,1012,10,57,23
33,1013,12,10,6
33,1014,14,10,6
33,1015,10,70,60
33,1016,24,10,68
33,1017,60,10,6
33,1018,14,13,95
33,1019,14,13,34
33,1020,24,56,16
33,1021,15,8,12
33,1022,60,10,34
33,1023,15,8,6
33,1024,14,10,6
33,1025,48,40,6
33,1026,10,13,7
33,1027,34,70,94
33,1028,14,96,81
33,1029,10,98,13
33,1030,24,18,12
33,1031,12,75,85
33,1032,14,13,85
33,1033,10,13,60
33,1034,10,30,7
33,1035,20,13,34
33,1036,24,10,16
33,1037,34,10,96
33,1038,25,57,81
33,1039,14,70,6
33,1040,14,10,35
33,1041,25,57,23
33,1042,25,30,85
33,1043,14,58,7
33,1044,10,10,6
33,1045,14,10,6
33,1046,14,10,6
33,1047,14,10,6
33,1048,7,70,34
33,1049,10,10,79
33,1050,14,99,41
33,1051,10,5,14
33,1052,7,75,66
33,1053,14,12,66
33,1054,34,70,84
33,1055,65,10,23
33,1056,25,13,66
33,1057,10,75,75
33,1058,10,98,7
33,1059,14,75,6
33,1060,90,85,7
33,1061,25,57,7
33,1062,14,13,60
33,1063,14,82,97
33,1064,14,10,35
33,1065,10,30,6
33,1066,10,30,6
33,1067,34,57,23
33,1068,14,8,7
33,1069,34,70,92
33,1070,25,57,23
33,1071,14,58,92
33,1072,91,58,92
33,1073,65,57,7
34,1074,27,33,6
34,684,14,86,26
34,687,23,27,6
34,1075,23,34,26
34,1076,3,14,11
34,1077,23,34,93
34,1078,23,34,26
34,1079,55,27,6
34,1080,14,43,6
34,1081,71,86,6
34,1082,14,34,98
34,1083,23,34,26
34,1084,23,93,26
34,1085,55,10,6
34,191,19,27,6
34,1086,14,10,61
34,1087,14,86,6
34,1088,23,34,6
34,1089,55,86,99
34,1090,14,43,100
35,1091,8,15,18
35,1092,14,10,6
36,246,51,57,7
36,1093,49,10,6
36,17,4,5,4
36,0,0,0,0
36,463,5,11,7
36,1,1,1,1
36,19,7,0,10
36,787,11,15,3
36,20,7,2,1
36,21,7,5,11
36,22,7,0,12
36,1094,7,20,81
36,1095,54,79,83
36,251,11,13,3
36,1096,1,84,80
36,27,11,14,15
36,252,5,11,55
36,31,9,17,6
36,34,15,19,7
36,35,16,20,18
36,1097,8,21,15
36,37,11,15,19
36,1098,21,27,11
36,43,12,22,21
36,1099,5,11,4
36,46,12,17,3
36,47,4,5,22
36,255,22,10,3
36,213,20,24,18
36,78,30,21,19
36,1100,42,14,18
36,1101,16,20,22
36,1102,20,24,3
36,762,56,22,74
36,1103,20,21,45
36,256,3,14,22
36,116,20,24,3
36,257,7,21,5
36,1104,57,40,40
36,1105,57,64,21
36,1106,35,4,6
36,1107,54,64,73
36,1108,54,64,73
36,790,39,60,57
36,1109,57,55,34
36,1110,57,10,37
36,107,12,40,38
36,462,12,40,22
36,265,39,19,56
36,1111,54,14,18
36,1112,58,14,18
36,271,12,40,38
36,1113,12,18,34
36,272,53,40,4
36,111,40,14,4
36,125,8,46,15
36,274,8,40,48
36,879,15,40,4
36,141,8,21,15
36,1114,16,20,29
36,1115,20,21,45
36,1116,20,14,18
36,1117,16,20,18
36,218,20,24,22
36,220,20,54,45
36,1118,20,36,31
36,221,38,20,28
36,1119,20,24,18
36,85,35,21,30
36,1120,16,20,28
36,573,20,2,5
36,1091,8,15,18
36,282,59,55,57
36,673,57,19,82
36,1121,39,55,52
36,284,34,59,34
36,149,30,29,3
36,293,30,14,34
36,294,62,34,44
36,151,8,34,6
36,304,8,17,18
36,305,22,46,18
36,152,48,34,18
36,1122,12,18,34
36,1123,15,13,6
36,1124,12,18,72
